Key,Id,English(en)
ABL_Desc_169,346366130774217,Hover in the air while firing a powerful beam at ground targets.
ABL_Name_174,346366130774226,Wasp Spit
ABL_Desc_174,346366130774227,Vomit up a cone of projectiles.
ABL_Name_179,346366130774236,Octo Swirl
ABL_Desc_179,346366130774237,"Spin around while shooting in all directions. Looks cool, too."
ABL_Name_184,346366130774246,Moleman Spit
ABL_Desc_184,346366130774247,Spray your enemies with painful pebbles.
ABL_Name_197,346366130774272,Burrow
ABL_Desc_197,346366130774273,"Tunnel underground, then explode when surfacing."
ABL_Name_198,346366130774274,Goober Shooter
ABL_Desc_198,346366130774275,Deploy a Goober that shoots nearby enemies. It's right there in the name.
ABL_Name_199,346366130774276,Rocket Swarm
ABL_Desc_199,346366130774277,Launch a whole bunch of unguided missiles.
ABL_Name_200,346366130774278,Ninja Mark
ABL_Desc_200,346366130774279,"Throw 5 shurikens. Each hit grants you<br>+3% Attack Speed<br>+10 <#FFEB04><link=""Keyword:5"">[Kinetic]</link></color> Damage<br>+3% <#FFEB04><link=""Keyword:5"">[Kinetic]</link></color> Damage<br>(Max 5 Stacks)"
ABL_Name_201,346366130774280,Charged Slash
ABL_Desc_201,346366130774281,Deliver a leaping triple Melee attack.
ABL_Desc_202,80823105834967040,"<#FFEB04><link=""Keyword:15"">[Ice]</link></color> damage enemies as you run around."
ABL_Desc_203,80824169023922176,"<#FFEB04><link=""Keyword:14"">[Slime]</link></color> damage enemies as you run around."
ABL_Desc_204,80824169023922177,"<#FFEB04><link=""Keyword:12"">[Electric]</link></color> damage enemies as you run around."
ABL_Desc_205,80824169023922178,"<#FFEB04><link=""Keyword:13"">[Fire]</link></color> damage enemies as you run around."
ABL_Desc_218,346366134968329,"Teleport forward and gain Air Walk<br>Melee attacks deal 50% additional <#FFEB04><link=""Keyword:12"">[Electric]</link></color> damage for 10s"
ABL_Desc_219,346366134968331,"Teleport forward and gain Air Walk<br>Melee attacks deal 50% additional <#FFEB04><link=""Keyword:13"">[Fire]</link></color> damage for 10s"
ABL_Desc_220,346366134968333,"Teleport forward and gain Air Walk<br>Melee attacks deal 50% additional <#FFEB04><link=""Keyword:15"">[Ice]</link></color> damage for 10s"
ABL_Desc_221,346366134968335,"Teleport forward and gain Air Walk<br>Melee attacks deal 50% additional <#FFEB04><link=""Keyword:14"">[Slime]</link></color> damage for 10s"
ABL_Desc_222,346366134968337,"Throw 5 shurikens. Each hit grants you<br>+3% Attack Speed<br>+10 <#FFEB04><link=""Keyword:12"">[Electric]</link></color> Damage<br>+3% <#FFEB04><link=""Keyword:12"">[Electric]</link></color> Damage<br>(Max 5 Stacks)"
ABL_Desc_223,346366134968339,"Throw 5 shurikens. Each hit grants you<br>+3% Attack Speed<br>+10 <#FFEB04><link=""Keyword:15"">[Ice]</link></color> Damage<br>+3% <#FFEB04><link=""Keyword:15"">[Ice]</link></color> Damage<br>(Max 5 Stacks)"
ABL_Desc_224,346366134968341,"Throw 5 shurikens. Each hit grants you<br>+3% Attack Speed<br>+10 <#FFEB04><link=""Keyword:14"">[Slime]</link></color> Damage<br>+3% <#FFEB04><link=""Keyword:14"">[Slime]</link></color> Damage<br>(Max 5 Stacks)"
ABL_Desc_225,346366134968343,"Throw 5 shurikens. Each hit grants you<br>+3% Attack Speed<br>+10 <#FFEB04><link=""Keyword:13"">[Fire]</link></color> Damage<br>+3% <#FFEB04><link=""Keyword:13"">[Fire]</link></color> Damage<br>(Max 5 Stacks)"
ABL_Name_226,346366134968344,Folding Chair
ABL_Desc_226,346366134968345,Consider throwing this at someone who deserves it.
ABL_Name_227,346366134968346,Big Beatrice
ABL_Desc_227,346366134968347,Summon the Queen Bee to fly around and sting your enemies.
ABL_Name_228,346366134968348,Brain Drain
ABL_Desc_228,28309369232809988,"Nearby enemies become Vulnerable to <#FFEB04><link=""Keyword:5"">[Kinetic]</link></color> Damage.<br>Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:5"">[Kinetic]</link></color> Damage per enemy affected (max 5 stacks)."
ABL_Desc_229,28309369232809989,"Nearby enemies become Vulnerable to <#FFEB04><link=""Keyword:12"">[Electric]</link></color> Damage.<br>Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:12"">[Electric]</link></color> Damage per enemy affected (max 5 stacks)."
ABL_Desc_230,28309369232809990,"Nearby enemies become Vulnerable to <#FFEB04><link=""Keyword:13"">[Fire]</link></color> Damage.<br>Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:13"">[Fire]</link></color> Damage per enemy affected (max 5 stacks)."
ABL_Desc_231,28309369232809991,"Nearby enemies become Vulnerable to <#FFEB04><link=""Keyword:15"">[Ice]</link></color> Damage.<br>Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:15"">[Ice]</link></color> Damage per enemy affected (max 5 stacks)."
ABL_Desc_232,28309369232809992,"Nearby enemies become Vulnerable to <#FFEB04><link=""Keyword:14"">[Slime]</link></color> Damage.<br>Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:14"">[Slime]</link></color> Damage per enemy affected (max 5 stacks)."
ABL_Name_237,12370411982413824,Flying Circuits
ABL_Desc_237,28309369237004288,Teleport forward and gain Air Walk<br>Duration: 6s
ABL_Name_238,42040861960167424,Squishy Bomb
ABL_Desc_238,42079388445958144,Throw a grenade that knocks enemies away.
ABL_Name_240,42064901517074432,Squishy Blast
ABL_Desc_240,42079388450152448,Push nearby enemies away.
ABL_Name_241,79423295013773312,Alien Donuts
ABL_Desc_241,79423295013773313,Shoot energy rings in an arc in front of you
ABL_Name_246,84150493377454080,Weird Injection
ABL_Desc_246,84150493381648384,Not sure what it is but you gain 100 Health when you use it.
ABL_Name_247,86035996729139200,Nuke Dukem
ABL_Desc_247,86035996733333504,Launch a nuke that destroys just about everything. You might just want to keep clear of the blast zone...
ABL_Name_248,86035996733333505,Fire Wall
ABL_Desc_248,86035996733333506,Throw down a wall of fire that burns enemies.
ABL_Name_252,94597113462120448,Sheriff Carl
ABL_Desc_252,94597113466314752,"Sheriff Carl to the rescue!<br>Carl will follow you in his mecha suit, taking down as many enemies as he can. What a great boss."
ABL_Name_257,95088709014118400,Power Leech
ABL_Desc_257,95088709022507008,"Gain +3% Move Speed and +5% <#FFEB04><link=""Keyword:13"">[Fire]</link></color> Damage.<br>Nearby enemies attack and move slowly."
ABL_Name_262,96528322081579008,Grapple Tongue
ABL_Desc_262,96528322085773312,Shoot a grapple hook and pull yourself towards the hit location. 
ABL_Name_263,102563114560512000,Cowboy Boombot
ABL_Desc_263,102563114564706304,"Deploy a Boombot. Click, clack, BOOM!"
ABL_Name_268,108777313687035904,Activate Carl's Mech
ABL_Desc_268,108777313687035905,Throw me into my Mech so we can bust 'em up!
ABL_Name_272,130598221758062592,Bubble Shield
ABL_Desc_272,130684355859177472,"Throw down a defensive bubble, great for reviving teammates or protecting harvester nodes!"
ABL_Name_273,142612879742328832,Mechanic's Wrench
ABL_Desc_273,142612879750717440,Deploy a trusty mechanic to help repair friendly structures.
ABL_Name_275,142985656894742528,PopRocks
ABL_Desc_275,142985656894742529,Fire a powerful beam. Charging increases Damage. On Kill Target launches grenade from their body.
ABL_Name_280,143256462988140544,Spinner Orb
ABL_Name_281,144282876722012160,Spirit Orb
ABL_Name_283,146946507561492480,MindControl
ABL_Desc_283,147188355911639040,Mind Control an enemy for 30s. Release them to deal damage based on time.
ABL_Name_284,148256708948385792,Flip Tricks
ABL_Desc_284,149675864725905408,Move quickly in the direction you're facing in style.
ABL_Name_286,149394019488620544,Player Starfall
MUT_Type_7,85936796137938944,Fire
MUT_Type_8,85936796142133248,Ice
MUT_Type_9,85936796142133249,Slime
MUT_Type_10,85936796142133250,Electric
MUT_Type_18,85936796142133251,Kinetic
ART_Name_4,91432940955754496,Gravity Well
ART_Name_13,94597113466314753,Mech Carl
CQ_Name_2,41866088349163521,Chum in the Water
CQ_Desc_2,41848132785397762,"Peterium is infested with the worst kind of pirates - the type that don't even have a theme song. Get in, do what you do, pull the meat core. The ""chum"" in the title is not referring to you. Probably."
CQ_Name_3,41866088349163522,Just Chill
CQ_Desc_3,41848132785397764,"Sub Zeroni has a frost problem, a creature problem, and a morale problem. None of those are technically your problem. Your problem is the meat core. Everything else is weather."
CQ_Name_4,41866088349163523,Lava Good Time
CQ_Desc_4,41848132785397766,"Lava Del Rey is MAGNIFICENT, Squishy! The heat! The glow! The complete structural instability of literally everything! Most employees won't even GO there, which is their loss (and also statistically related to the fatalities.) If you ask me, it's a PERFECTLY reasonable place to send an employee."
CQ_Name_5,41866088349163524,Start Your Engines
CQ_Desc_5,41848132785397768,"Big Ol' Tangus is exactly what it sounds like: big, ornery, and full of things that want to stop your engines. Show 'em you've got better engines. Get the meat core. Go home."
CQ_Name_6,41866088349163525,Training Montage
CQ_Desc_6,41848132785397770,"A lot of great stories start with climbing a dangerous mountain, Squishy. This could be one of those stories. Or it could just be work. Either way you're climbing it. The meat core is up there somewhere."
CQ_Name_7,41866088349163526,Glizzy Tizzy
CQ_Desc_7,41848132785397772,"Don't let ""Li'l"" fool you. Li'l Tangus has a real big chip on its shoulder. Last three extraction teams came back confused about what happened. You'll do great. Probably."
CQ_Name_14,41866088349163533,First Harvest
CQ_Desc_14,41848132785397785,"Welcome to Rangus Meats, li'l buddy! Now, the only thing standing between you and Employee of the Month is meat, and the only thing standing between you and meat is whatever's out there trying to bite your face off. So go on out there, get a meat core, and pop it right out so we can feed the galaxy! That's the whole gig in a nutshell!"
CQ_ObjDesc_14_0,131640380611354624,Harvest your first Meat Core
CQ_Name_15,41866088349163534,Rangus Junior R&D
CQ_Desc_15,41848132785397787,"Every Rangus hire spends time in their first week doing some R&D (that's ""Research & Demolition"" to you, li'l buddy). And there’s a big ‘ol world of violence…I mean “research” waiting to be done. Show me what you can do and we’ll see about upgrading those weapons."
CQ_Name_16,41866088349163535,…And My Axe!
CQ_Desc_16,41848132785397789,"There’s more on those planets than just meat little buddy…bring me back a load of minerals and I'll have the shop manufacture you a very fine excavation tool. Strictly for the careful retrieval of historical relics, of course. (And anything that happens to be holding them.)"
CQ_Name_17,41866088349163536,Chain. Saw. Conquer.
CQ_Desc_17,41848132785397791,"Those ancient gastronauts left a lot of useful junk laying around the galaxy! And Rangus has a ""finders keepers"" policy that legal has reviewed exactly zero times. Haul me back some ancient tech and I'll rig you up a little something to make the next planet even more bountiful."
CQ_Name_18,41866088349163537,Flair Aware
CQ_Desc_18,41848132785397793,"Now you're looking good, that's worth another TIP or two."
CQ_Name_20,41866088349163539,Meat Science Experiment
CQ_Desc_20,41848132785397797,"Well Squishy, I see you been gatherin' resources like a big ol' squirrel storin' nuts for the winter. That's good!<br><br>Now it's time to become that super squishy we know you oughta be."
CQ_Name_22,41866088349163541,The Shining
CQ_Desc_22,41848132785397801,"You know what you need to get noticed around here? Some oomph…pizazz…Flair! Like those enemies that are <i><b>glowing gold</i></b>.  That's the look we want for you. Take 'em down, take their shine, and let's get a little sparkle on that uniform."
CQ_Name_36,42875506234744832,Make it Worth
CQ_Desc_36,42875506259910656,"My good buddy Mike runs the best little exchange counter in the sector: fair rates, fair smiles, fair number of fingers...I think we can convince him to set up shop on the ship full-time, but Mike's a businessman. Show him there's good money to be made off you and he'll come around real quick."
CQ_Name_41,44003070001012736,Employee of the Day
CQ_Desc_41,44003070172979200,"I see that look in your eye, Squishy... you just found out there's a ranking system. Good! Keep climbing! There's a little something in it for ya, and I mean that literally: it's quite small."
CQ_Name_42,44007851671150592,Employee of the Week
CQ_Desc_42,44007851671150593,"I had a picture of you printed up for the breakroom wall. It's not a great picture but it showed your spirit. I don't remember what happened to it, but keep ranking up! There's a bonus in it somewhere, and you've earned it."
CQ_Name_43,44007851671150594,Employee of the Month
CQ_Desc_43,44007851671150595,"A lot of employees quit right around here. Thought rank 30 was good enough. Those folks are sandwiches now...not a punishment, they were just reassigned. You're better than a sandwich, Squishy. Probably."
CQ_Name_44,44007851671150596,Employee of the Year
CQ_Desc_44,44007851671150597,You know what I love about you? You just keep going. Some employees hit rank 30 and just phone it in. Not you. You're something else. Now get back to work.
CQ_Name_45,44007851671150598,Employee of the Decade
CQ_Desc_45,44007851671150599,"In terms of calendar time you've been an employee for considerably less than a decade. But emotionally? Decades. Real deep, meaty decades. The bonus is real though."
CQ_Name_46,44007851671150600,Employee of the Century
CQ_Desc_46,44007851671150601,"The Employee of the Century award used to be given posthumously. We're trying a new approach. You're making history here, Squishy. And more importantly: you're making money."
CQ_Name_47,44007851671150602,Employee of the Millennium
CQ_Desc_47,44007851671150603,I have never...<b><i>not once</i></b>...handed out an Employee of the Millennium award. You'd be the first. Think about that. I mean it. Think about it while you keep ranking up.
CQ_Name_48,44007851671150604,Employee of the Epoch
CQ_Desc_48,44007851671150605,"We're getting into territory where I had to look up what the words mean. Geologically speaking, an epoch is a very long time. In employee-recognition terms, it means you're kind of unbelievable."
CQ_Name_49,44007851671150606,Employee of the Aeon
CQ_Desc_49,44007851671150607,Squishy. Buddy. I'm running out of time increments. An aeon is a billion years. No company has operated for a billion years. We are pushing the limits of HR here and I respect it.
CQ_Name_50,44007851671150608,Greatest Employee of All Time
CQ_Desc_50,44007851671150609,"You did it. I had a trophy made - it's shaped like a meat patty. It says your name on it, except I didn't know your name so it says ""Squishy."" That IS your name, right? Congratulations. I mean every word."
CQ_Name_51,49303764669030400,Gotta Catch 'Em Y'all
CQ_Desc_51,49303764673224704,"Squishy, the aquatic menu has been underperforming and I need samples. Grab that fishin' pole, find yourself some Water Rifts, and bring back everything you catch. Don't ask what we're doing with it."
CQ_Name_52,50434728719802368,Gotta Catch Even More
CQ_Desc_52,50434728753356800,"I know ""Slime Rift"" doesn't sound appetizing. Neither does ""processed meat product"" and that's our best seller. Trust the process, Squishy. Get in there and fish."
CQ_Name_53,50441586511699968,Rock Hound
CQ_Desc_53,50441586511699969,Rangus Corp's entire mineral acquisition department is you. No budget. No equipment. No backup. Get out there and dig up every kind of mineral you can find. That's not a problem — that's an opportunity.
CQ_Name_54,50441586511699970,Tech Collector
CQ_Desc_54,50441586511699971,"At Rangus Corp, we love innovation. We also love finding out what other folks already innovated and then acquiring it. Legally. Mostly. Gather every kind of ancient tech you can find. Call it ""competitor research""."
CQ_Name_65,53001828328005632,Turning up the Heat
CQ_Desc_65,53001828336394240,Complete the game on Medium Difficulty to unlock a greater challenge and increased rewards.<br><br>Rewards:<br><b>Unlock Hot Difficulty at Galaxy Map<br>5 Carl Coins</b>
CQ_Name_66,53001828336394241,Rise to the Challenge
CQ_Desc_66,53001828336394242,Complete a system on Hot Difficulty to unlock a greater challenge and even more rewards.
CQ_Name_67,53001828336394243,Unlock Your Nightmare
CQ_Desc_67,53001828336394244,Complete a system on Blazing Difficulty to unlock the thrilling Nightmare Difficulty.
CQ_Name_68,53001828336394245,This is Just Cruel
CQ_Desc_68,53001828336394246,Nightmare is not the end ...
CQ_Name_69,53040012566978560,Master Blaster: Grenade Launcher
CQ_Desc_69,53040012592144384,The Grenade Launcher is not technically recommended for close-quarters work. But someone who clears 250 Prime Directives with one? That's a person who figured something out.
CQ_Name_70,53046729765806080,Master Blaster: Magnum
CQ_Desc_70,53046729770000384,"The Magnum announces itself. It says ""I am here and I mean it."" Two hundred and fifty Prime Directives. Let it do the talking."
CQ_Name_71,53046729770000385,Master Blaster: Pistol
CQ_Desc_71,53046729770000386,"A good employee knows their tools. A great employee masters one. Show me what a Pistol can really do, Squishy. I'll be watching."
CQ_Name_72,53046729770000387,Master Blaster: Plasma Caster
CQ_Desc_72,53046729770000388,The Plasma Caster was my personal choice back in the field days. Elegant. Efficient. Unreasonable at close range. Two hundred and fifty Prime Directives - let's see if you've got the touch.
CQ_Name_73,53046729770000389,Master Blaster: Rail Gun
CQ_Desc_73,53046729770000390,"The Rail Gun requires patience, precision, and a complete disregard for collateral damage."
CQ_Name_74,53046729770000391,Master Blaster: Rifle
CQ_Desc_74,53046729770000392,"The Rifle is the reliable one. Never flashy, always there. Some employees overlook the Rifle. Those employees are wrong. Two hundred and fifty Prime Directives - show some respect."
CQ_Name_75,53046729770000393,Master Blaster: Rocket Launcher
CQ_Desc_75,53046729770000394,I have a specific type of employee who asks for the Rocket Launcher. Know what they all have in common? Results.
CQ_Name_76,53046729770000395,Master Blaster: Shotgun
CQ_Desc_76,53046729770000396,"The Shotgun is a philosophy, Squishy. Wide. Committed. Leaves no question unanswered. 250 Prime Directives, Squishy. I expect enthusiasm."
CQ_Name_77,53046729770000397,Master Blaster: SMG
CQ_Desc_77,53046729770000398,"An SMG says ""I have a lot to say and I'm going to say all of it very quickly."" I respect that energy. Let's see how quick you can clear those Prime Directives."
CQ_Name_79,54162277232795648,Weapon Specialist
CQ_Desc_79,54162277236989952,"Rangus prefers a well-rounded employee, li'l buddy — and ""well-rounded"" in this department means fluent in artillery. Get yourself one of every weapon and put some live-fire hours on each. I want your name on the wall down at the range before the next quarterly review."
CQ_Name_80,54162277236989953,Leet Meat
CQ_Desc_80,54162277236989954,"Squishy, I'm looking at your swap numbers and I don't know if this is art or a medical condition - but you have a GIFT. Keep going. Let's see how high that number gets. For science. And also for reasons I can't disclose to HR."
CQ_Name_81,55545539725352960,Otherworldly Journey (Medium)
CQ_Desc_81,55545539754713088,"Medium's the sensible order, Squishy — enough heat to keep you honest, not so much the galaxy eats you alive. That's a legitimate way to play. Rangus Corp supports work-life balance. Mostly."
CQ_Name_82,55545539754713089,Otherworldly Journey (Hot)
CQ_Desc_82,55545539754713090,"Hot. A notch past the house recommendation — for when the easy runs stop keeping you up at night. Not too gentle, not too harrowing, and exactly as dangerous as the liability waiver covers. Go have yourself a run."
CQ_Name_83,55545539754713091,Otherworldly Journey (Blazing)
CQ_Desc_83,55545539754713092,Blazing. I ran Blazing back in my field days and I did not enjoy it. But I respect it enormously. You come back from this and we're having a serious talk about your future here.
CQ_Name_84,55545539754713093,Otherworldly Journey (Nightmare)
CQ_Desc_84,55545539754713094,"I'm not going to lie to you — I don't send employees into Nightmare mode. You would have to go there yourself, of your own free will. I just want it on record that I had mixed feelings on this one."
CQ_Name_87,60548818372911104,Planetary Destroyer
CQ_Desc_87,60548818398076928,Squishy. Twenty-five planets. I need you to evacuate from twenty-five planets. I told the whole crew this plan was already underway. I said it was going great. So we need to get it going.
CQ_Name_88,60548818398076929,Planetary Destroyer v2
CQ_Desc_88,60548818398076930,"Fifty planets. Here's the thing — I may have told someone you were already at fifty. I don't remember why I said that. But I said it, and they know I said it, and I need the number to actually be fifty now."
CQ_Name_89,60548818398076931,Planetary Destroyer v3
CQ_Desc_89,60548818398076932,"Seventy-five planets evacuated. The travel department flagged your records - turns out there IS a leaderboard and you are on it. Top ten, last I checked."
CQ_Name_90,60548818398076933,Planetary Destroyer v4
CQ_Desc_90,60548818398076934,"I went to a dinner. I said some things at the dinner. About you. About your evacuation numbers specifically. Big numbers. Everyone at the dinner seemed very impressed and I need those numbers to be real now. A hundred planets, Squishy. Please."
CQ_Name_91,60548818398076935,Planetary Destroyer v5
CQ_Desc_91,60548818398076936,I gave a speech. At an industry conference. I said your name. I said a number. I said that number was already achieved and that you were the greatest evacuator in Rangus Corp history. There was applause. I cannot undo the applause. A hundred and fifty planets.
CQ_Name_92,64263989754847232,That Fish Came From the Moon
CQ_Desc_92,64263989780013056,"Our lunar offerings are a mystery — even to me, and I'm the one selling them. Do some recon for me would 'ya? Find the Lunar Rifts, catch what's in there, and report back. This is research. We're calling it research."
CQ_Name_93,64263989780013057,Fishing Machine
CQ_Desc_93,64263989780013058,"Look, Squishy — fishing in a Sludge Rift is not glamorous work. But you're made of meat, and that's not glamorous either...but here you are. Catch everything. Wear gloves. Probably."
CQ_Name_94,64263989780013059,Omnipotent Fisher
CQ_Desc_94,64263989780013060,Brine Rift fish is our most premium menu item. Customers pay triple for it and don't know why. Neither do I. That's fine. Catch everything in there and don't fall in.
CQ_Name_95,65757147558830080,Flair Collector
CQ_Desc_95,65757147583995904,"Presentation matters, Squishy. I built this company on great meat AND great presentation. Ten flair is a solid start. You're starting to look like somebody out there."
CQ_Name_96,65757147583995905,The Flair Minimum
CQ_Desc_96,65757147583995906,"There's a saying in the restaurant business: twenty-five pieces of flair is the minimum. I made that saying up, but it's right. Keep collecting - you're representing Rangus Corp out there!"
CQ_Name_97,65757147583995907,Flair Debonair
CQ_Desc_97,65757147583995908,"Fifty flair. I looked up ""debonair"" to make sure I was using it right. I was. This is exactly what that word was invented for. Keep going."
CQ_Name_98,65757147583995909,Truly Expressing Yourself
CQ_Desc_98,65757147583995910,"Now, I'm not going to tell you to collect a hundred flair. That's not something I would ever tell you to do. I just want you to think about what a hundred flair would say about you as a person. As an employee. Anyway. It's completely up to you."
CQ_Name_99,75588200087674880,Weapon R&D
CQ_Desc_99,75588200096063488,"Here at Rangus we’ve had to create some ""unique"" departments for a fast food chain. Turns out feeding the galaxy isn't just sandwiches and smiles, it's harder than it looks! Head down to Weapon R&D and start ranking up your kit. The more variety on your hip, the easier meat will be to procure."
CQ_Name_100,82285661372014592,Go Fish
