Key,Id,Chinese (Simplified)(zh-Hans)
81d20e1613b6479ca33a6cdfc9ce5e0f_41_0,12863354224762883,瞪眼肉坨已被消灭
82239c3b0973496980d13c3eb35465f5_73_0,4741774365941760,保卫肉核！
823baa51f7ac45f685ba900c7c6ddfb2_40_0,13533376630743040,节点 A
83339c61496448f3ab8a9f00787f30bd_73_0,28635447101943808,正在提取肉核
862addccc4bf4bb9b4c7a0c4d6b48150_93_0,12863354224762930,干掉那些炮塔
86379083fd29463498e7361acdd157e4_101_0,20866619597946882,摧毁阀门
882c3ea243c1443e95759576b73b2729_110_0,40046892562546689,管道堵塞
88eea4ea07334f4b9957fa019c9c9e72_88_0,13043324691668994,克隆舱已被消灭
8c9ba7dccc20445c89cd89d1ba506cc4_88_0,53087326635548672,防御水晶
8d27d8bb3bee42c2942be3baf1859045_101_0,20866619602141184,外星脑体已被摧毁
8e4d080278df4923a617256e18dee6d5_42_0,12863354224762889,怪物已被击败
932df004b21244c99860871f9bfdbcfe_40_0,13533376630743041,节点 B
934993f61e7d4fa898242cffd9d8abd4_38_0,12863354220568589,找到事件信标
95793848bf4b4be5a284252b6e26a2cc_105_0,32983460336140288,克隆罐已被摧毁
9626d545c2694bd292bf79ea22f15d33_90_0,13533376634937348,确保肉核安全！
96f4e288b2da481fb27f4a251b3c5e0c_90_0,12863354224762926,前往坠毁地点
970b77bc8ed04b3fb6ac4a9df5a207a6_4_0,12863354220568576,大瞪眼肉坨已被消灭
98a522e09cb5420fb918357103a41013_81_0,12863354224762920,压制对手！
98a8f6a25bfa4799901701cb818c0d9a_77_0,50485223666515968,佐普喷气怪已被摧毁
9e417b53bbd949a386d2591e402d5f07_101_0,20866619597946881,清理泵体
a169f4140ad1400281c0f9cbb7a7c6cf_96_0,12863354224762932,使用 [InputAction:Gameplay/Jump] 攀登悬崖
a169f4140ad1400281c0f9cbb7a7c6cf_97_0,31181757266366473,使用 [InputAction:Gameplay/Jump] 跳上悬崖边！
a1908cc5be6d465790e029e3f2e73d0d_98_0,16371853938163713,洞穴入口
a1bfc46fe1a54a509690de1b510631e3_88_0,53087326635548673,射击并校准水晶
a2a7d50a3af045e88d53a6481091ff5a_77_0,12863354224762915,找到被困的兰格斯厨师
a6f8d590137c4bf3b33589b5e032a69c_73_0,12863354224762904,敌人来袭
a95b5d889fb84d7ba700d8975dc1d8a1_43_0,26214435956711424,危险的卵
bae246cb718c4be1ae01bf6826b33960_64_0,28599495512850432,卡吕普索的心已被摧毁
bb07c029345a4e33bd8243e510d76cc2_69_0,13043324687474692,仿生枪手已被击败
bd02e00fea674e84a16b0fc4d3a7c330_40_0,4741774349164544,保卫收割者！
bd02e00fea674e84a16b0fc4d3a7c330_90_0,35944490152747008,保卫收割者
becd4830a7ae4b778a2b0a39b3869500_43_0,12863354224762891,鱼卵已被摧毁
bfd544a6595040d29ce21af210a4de5a_60_0,12863354224762898,管道被巨石脑壳堵塞
c17b8f905f334482a07ce6bfe92d5b23_81_0,12863354224762918,找丹教练谈谈以开始比赛
c284dddb27ca486cb0c83ae110eefa8d_41_0,13533376630743044,咯吱怪
c483f6bd06c94bc489c36921c6af7f3f_25_0,12863354220568584,消灭瑞赛特的攻击者
c62a3b9c572d46ca823e1d8a0a001798_11_0,12863354220568581,去肉市看看
c684dd36776f40a7becea5c3a624dec7_111_0,43214497377521665,仿生枪手已被击败
c684dd36776f40a7becea5c3a624dec7_65_0,12863354224762901,仿生枪手已被消灭
c88aa5a86fb0487ea2940b49d5a26a61_40_0,12863354224762882,等待电光飞堡抵达
d041259c46074c00896e43684af48ba9_89_0,45789048327888896,免费鲜肉！
d0e8fcbdc77f4b76892c67d9ba0008a2_65_0,45428356357808128,灯泡已被击爆
d226c4e37ecc4efd9459d4eb10157033_73_0,12863354224762905,启动核爆炉
d9554edb22ba42ddb94570a0b261f3e3_40_0,12863354220568590,确保肉核安全
db2e0f5131304464a110d29750997d13_77_0,43614748405653504,厨师已获救
db613423ab43495b808ae871d172820f_40_0,12863354224762880,保护节点
ddbd21266895450a9263d7ddd491cf50_83_0,12863354224762924,唐古斯赛车手已被击败
de34733aa21446248815db4a898e8278_104_0,31957267828957185,厨师已获救
e1a978fc518c4eb495acc2987c36bb16_60_0,39648836050518016,测试
e42ff4f67bcc4ec980f66f7325459554_73_0,12863354224762903,找到巨型核爆炉
e7d14953a4ce4343b8ec0afd82159bfc_101_0,20864094534664192,清理涡轮机
e9386d0a8dbb4482bdefb58886c504b2_25_0,12863354220568582,找到肉类工程师瑞赛特
eaef22943f4141959ba6d109230e29d0_92_0,12863354224762929,使用 [InputAction:Gameplay/Jump] 配合蜘蛛腿跨越缺口
ed78870de0ee4edc9c00f8d0e25bd930_100_0,46164313786580992,鸭怪已被击败
eebf973a04794126a5f32ebeba654e8e_36_0,42829564469415936,已被消灭
eebf973a04794126a5f32ebeba654e8e_53_0,45655994116595712,电刺蜂人已被消灭
eebf973a04794126a5f32ebeba654e8e_84_0,13392082803392512,土包子已被压制
efacc41cf94b40c4b9e9b32da808541b_44_0,12863354224762893,搅拌肉料
f08e077d07fe4de585998d9e58be16a8_97_0,12863354228957184,使用 [InputAction:Gameplay/LegsAbility] 从废墟底下滑过去！
f0962f6aedf542eb8754104f02dbc776_87_0,13043324691668993,校准水晶以关闭传送门
f287fe2f2c004c2bb1ad94e620e19a7d_35_0,13043324687474689,调查
f3a6135ac12f437db96c381b815fc86e_37_0,12863354220568588,塔楼已被摧毁
fab40eedf6b84ce6a088171f41a3db3e_40_0,13533376630743043,节点 D
fb7ab8116fc8407f95fc700ec7e73fea_41_0,12863354224762884,咯吱怪已被击败
fcf9f2b3388a439ebd895d5441e1652f_101_0,20866619597946883,清除腐蚀物
ff4f7bf8a6c14791a0d538b070a535d6_73_0,12863354224762907,保护肉核
ff4f7bf8a6c14791a0d538b070a535d6_90_0,31181757266366468,保卫收割者节点
STG_1_e58baca8b4594c5c8b9ee8eb81f7ecb2,30928171548270592,哎哟好痛！那帮猎人把你揍惨了，是不是？！<br>哎，我还以为你能看见我在那贴的警告海报呢。
STG_10_253905826c564fb2a5270da3f6110546,33128087058112513,来吧，小家伙，来吧，麻溜的！<br>麻溜的，我们出发啦！
STG_11_253905826c564fb2a5270da3f6110546,33136475515117568,生日快乐，小家伙！
STG_12_29a85a0d1ea943ea96ec6907247dc477,45655991558070272,我现在正式宣布：祝你生日快乐！
STG_12_2d920e29bd4e4060912784dfdac2cbca,34174556175327238,又过生日啦？呀呼嘀咕嘟！
STG_12_2e38b79c84684f2aa45587b4fe0c0bd5,34174556175327237,哦哦，祝你生日快乐，小家伙！
STG_12_3a27ffa6fa314a5c8625d27093931a96,34174556175327234,生日快乐，小肉团！
STG_12_3eb827e2e6064632b425c10921cbf907,34174556175327236,那是什么“叮”的一声？原来是生日快乐啊！
STG_12_4702726866014a76a515f75fffdd6c18,34174556175327232,他来了，我最喜欢的小家伙。
STG_12_887c915b3fc54337b9f436b5bc95e7a6,34174556175327239,哎呀，又一个生日吗？哦，还真是！
STG_12_b5bdbdcabfc047a0b78d868a88bb74be,34174556175327235,再来一个生日快乐！
STG_12_b737dec367b64b198466cda5b7c3d659,34174556175327233,哦，这个生日听起来格外肉乎！ 
STG_12_b9065185d40f4e6ab964735d41f28db9,34174556175327240,再送你一个生日快乐，小家伙！
STG_12_c76a5df566ac4228826d26e700509ad3,34174556175327241,生日生日，快乐快乐，生日快乐！
STG_12_f1feac12173c43cbbb43b1e0a664f946,34174556175327242,你猜怎么着？祝你生日快乐！
STG_13_253905826c564fb2a5270da3f6110546,33139387419058176,哇哦，小肉团！<br>真不敢相信你还能活着回来！
STG_14_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722948706304,说真的，我心里还挺过意不去的。我还以为你会跟你那帮伙伴<br>还有那些豆子啥的一块儿死在下面呢...
STG_15_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289216,噢，但你猜怎么着，好戏还没完。我们终于找到唐古斯镇啦，宝贝！
STG_16_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289217,我们把这弗兰肯燃料烧得咕嘟冒泡，火力全开，一路直冲那个星系！<br>噢，这绝对是一场烧烤大会！
STG_17_e58baca8b4594c5c8b9ee8eb81f7ecb2,33300395982839808,哦，你还揣着那把小豌豆枪呢？<br>我这儿有更好的东西，要不过来跟我聊聊吧。
STG_18_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769751617536,哎，虽然说出来让我肉疼... 可这智能肉也不是万能的。
STG_19_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769755811840,有时候你还是得来点帮手。来找我聊聊吧。
STG_2_e58baca8b4594c5c8b9ee8eb81f7ecb2,31228502341574656,总之，我这儿有能帮你对付那些星际臭虫的东西。<br>那些肮脏的星际鼻涕虫，知道吗？来找我聊聊吧。
STG_20_e58baca8b4594c5c8b9ee8eb81f7ecb2,33308298840104960,嘘... 嘿，小肉团。我鼓捣了一些奇特的玩意儿。<br>过来跟我聊聊吧。
STG_21_3b2f530890de4c1cb5f931eaf857b3c5,36007377365884930,嘿，小肉团！
STG_21_3c049bef12bf41418d16ee6b37dc86f6,36007377365884928,嘿，小肉团！我有东西要给你！
STG_21_6f18a989231f4fafad627eb8654dae19,36007377365884933,小肉团子！
STG_21_8e4b1695c1e547178866cd55a320e8cd,36007377365884931,嘿，小肉团！我找到点好东西。
STG_21_abd986d8f7154c44bd5d7cd3627ec641,36007377365884934,嘿，伙计！我有东西要给你，来找我聊聊吧。
STG_21_c46b1dc527f447dc88e9cc8683e8f626,36007377365884929,哦，我正在研制一些很好玩的东西。过来跟我聊聊吧，小肉团！
STG_21_d3774b96d6264c68a5b66ebff7ede9f4,36007377365884932,到这来，小肉团，我研制出一些新玩意儿。
STG_22_e58baca8b4594c5c8b9ee8eb81f7ecb2,33311167362359296,武器的选择全看个人喜好。选你喜欢的就行。<br>怎么选都不会错。
STG_23_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101312,小肉团，我们得聊聊你的装扮。你肯定想有自己的风格，对吧？！
STG_24_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101313,那就去新的装扮终端看看吧。<br>我想看到你像钻石一样闪耀。
STG_25_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559616,哎，虽然说出来让我肉疼，可这副肉身也不是万能的。
STG_26_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559617,来看看这个新终端并解锁你的终极潜能吧，嘿嘿！
STG_27_253905826c564fb2a5270da3f6110546,33318258437251072,你口袋里怎么总揣着那些叮叮当当的破玩意儿？
STG_28_253905826c564fb2a5270da3f6110546,33318258441445376,去找交易员迈克谈谈，好好利用它，明白吗？
STG_29_253905826c564fb2a5270da3f6110546,33318258441445377,他简直就是个人形计算器。呃，不过他不是人。他有点像台机器...？你懂的...
STG_3_253905826c564fb2a5270da3f6110546,33060789416878080,听好了，小肉团。当年这肉类科学可是风光无限啊，嘿嘿。<br>我可不是在自吹自擂！
STG_30_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369637076992,呼呼，这才像话。有了这个猎人探测器，<br>你现在应该能在面罩顶部看到一个小小的威胁指示器。
STG_31_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271296,如果指针指向左侧，说明那帮猎人根本没发现你的行踪。
STG_32_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271297,你可以放松点，慢慢来。<br>可要是指针开始抖个不停、呼啦呼啦往右边指...
STG_33_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271298,...那你可得当心了。猎人们已经闻到你那股特别的肉腥味儿了。<br>盯紧指示器，别在那儿晃悠太久。<br>行啦，祝你好运，小肉团。
STG_34_e58baca8b4594c5c8b9ee8eb81f7ecb2,33332958667464704,我说，我们终于抓到一只了！哈哈哈！
STG_36_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254401,实用又美味... 哦！这绝对是卡尔的手艺！
STG_37_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254402,卡尔·兰格斯... 你就该继续流放下去。
STG_38_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254403,猎人们！抓住他！
STG_39_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874173636608,哦，我们正需要这个来修复那些损坏的东西。
STG_4_253905826c564fb2a5270da3f6110546,33061804547497984,银河系的人实在太多了。<br>食物不够分。
STG_40_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025216,那大家伙有充足的燃料带我们飞越半个银河系！
STG_41_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025217,兰格斯！
STG_42_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025218,嗯，好吧，那也不错。
STG_43_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025219,糟了，小肉团，我们得快点离开这儿！
STG_44_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025220,啊，安静！
STG_45_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025221,嘿，罗克西，我们还走不走了？！
STG_46_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025222,你非要一直捣乱，是不是，卡尔？
STG_47_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025223,正在加注燃料，请稍候。
STG_48_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025224,整个银河系都知道你不可靠，卡尔！而你自己心里也清楚。
STG_49_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025225,燃料加注完成。准备加速。
STG_5_253905826c564fb2a5270da3f6110546,33061804547497985,直到我亲自出手颠覆了整个体制，你难道不知道吗！
STG_50_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025226,曲速引擎已启动。
STG_51_e58baca8b4594c5c8b9ee8eb81f7ecb2,33360178878341120,你别想再躲过正义的制裁，卡尔·兰格斯。你和你的智能肉必须被制止。
STG_52_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025227,附近星球的居民终于不用再担心被这个生物吞噬掉了。
STG_54_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025228,罗克西，那块新肉看起来如何？！
STG_55_3216418ba9ee4b068876b913bb3ccef2,35503730513141760,还记得你之前给我做的那块美味的肉核吗？<br>我们打算用它来做诱饵，把住在那个星球上的小家伙引出来。
STG_56_9850ab8dd16e4c88acd86a61b4b87604,35512353628872704,你到目前为止干得不错，不过你还没准备好呢。
STG_57_3216418ba9ee4b068876b913bb3ccef2,35521168852115456,肉核的用处可不光是拿来当燃料。
STG_57_6eb5f1d5deb847879968ff2fe668935b,35521168860504064,我们要把上一个肉核好好烹制一番！
STG_58_275bd943a66748588ee27da032c5f150,35543002125426689,我保证，那大块头肯定会喜欢这个味道。
STG_58_3216418ba9ee4b068876b913bb3ccef2,35543002125426688,哇哦，我在这上面都能闻到香味了。干得好，小肉团！
STG_59_9850ab8dd16e4c88acd86a61b4b87604,35549441904599040,好了，就在这下面，让我们把局面扳回来。
STG_6_253905826c564fb2a5270da3f6110546,33061804547497986,那时候大家都爱兰格斯肉食。<br>我们本来以为可以从此过上幸福快乐的日子...
STG_60_9850ab8dd16e4c88acd86a61b4b87604,35549441912987648,要是没有给力滋给对方打鸡血，你们在那场大赛里说不定还有点机会。
STG_61_3216418ba9ee4b068876b913bb3ccef2,35602782823112704,该把你送下去了，小肉团，咱们还有一大堆事要干呢！
STG_62_3216418ba9ee4b068876b913bb3ccef2,35605031553064960,哦，那个大肉核正是我们需要的。<br>别急，用不了多久你就明白是怎么回事了。嗯，没错。
STG_63_3216418ba9ee4b068876b913bb3ccef2,35606803042525184,哦，只要那艘飞船还在头顶乱晃，我们哪儿也去不了，小肉团。<br>赶紧麻溜儿下去，把一切处理干净。
STG_64_3216418ba9ee4b068876b913bb3ccef2,35607727056084992,哎哟！行啦，那艘破飞船以后不会再碍事了，小肉团。
STG_65_3216418ba9ee4b068876b913bb3ccef2,35935343428493312,小肉团，你到下面去吧，我还有些事要处理。
STG_66_9850ab8dd16e4c88acd86a61b4b87604,35935343436881920,好了，小家伙，我们丹格斯山见，到时真正的训练才开始。
STG_67_97cd5e01156b401fb6af882b1854b014,37636387732709376,嘿，小肉团，我很感激你之前在下面的帮助...
STG_68_97cd5e01156b401fb6af882b1854b014,37638091802927104,...不过有个小问题，你好像还没正式加入团队！
STG_69_97cd5e01156b401fb6af882b1854b014,37638091807121408,这样吧，你先去把那些文件手续处理好，再回来找我。我们还得赶紧把你派回前线！
STG_7_253905826c564fb2a5270da3f6110546,33120374009880576,喂喂喂，等等！先别着急。<br>这上头写着今天是你的一号生日...
STG_71_e58baca8b4594c5c8b9ee8eb81f7ecb2,37759772638830592,[咀嚼声]
STG_72_a644546f9bb14ed1bab969e3c0e91ae8,37759772638830593,我好像尝到了...
STG_73_782afe4905044999baa6ba80ab59e5c3,37759772638830594,...卡尔的味道！
STG_74_354fe9732f974003a3c36d9537d17af2,38614139122212864,他们撞到我了！我要滑下去了！
STG_75_354fe9732f974003a3c36d9537d17af2,38614139126407168,糟了！
STG_76_e58baca8b4594c5c8b9ee8eb81f7ecb2,38614139126407169,糟了... 那是全能肉宫殿。
STG_77_354fe9732f974003a3c36d9537d17af2,38614139126407170,这太不正常了！我们得赶紧撤！
STG_78_354fe9732f974003a3c36d9537d17af2,38614139126407171,哎哟，这可不妙。
STG_79_354fe9732f974003a3c36d9537d17af2,38614139126407172,他们对我们使用了肉系魔法！
STG_8_253905826c564fb2a5270da3f6110546,33128087053918208,谁？！哇！嘿！有新鲜货来了<br>你不是该提前跟我说吗？快点！  
STG_80_354fe9732f974003a3c36d9537d17af2,38614139126407173,它们在挡风玻璃上！<br>罗克西，那块新肉看起来如何？！
STG_81_354fe9732f974003a3c36d9537d17af2,38614139126407174,撑住啊，小玻璃。
STG_82_354fe9732f974003a3c36d9537d17af2,38614139126407175,麻溜利索的，呃，我们... <br>赶紧离开这！
STG_83_67ffa4aa801547e08f42ad692cdaa0a5,43573508251312128,开始大显身手吧，好吗？
STG_83_af11e610266c43dfa34d0537058cd719,43571889296105472,你得蹲下来，把那段 DNA 放大看看。
STG_83_e58baca8b4594c5c8b9ee8eb81f7ecb2,43570063645597696,拥有智能肉并不代表你就拥有了智能的脑子。
STG_84_9850ab8dd16e4c88acd86a61b4b87604,45655991562264576,我得实话告诉你，小家伙，这场战斗绝不公平。<br>你瞧，那些变异体都在猛灌给力滋特饮提状态。
STG_85_9850ab8dd16e4c88acd86a61b4b87604,45655991562264577,好了，冠军，你训练这么久就是为了这一刻！
STG_9_253905826c564fb2a5270da3f6110546,33128087058112512,说真的，我本来想好好给你做个介绍的。<br>但可惜，你上班第一天就迟到了！
ABC_Name_1,346366113996800,光束
ABC_Name_2,346366126579712,范围攻击
ABC_Name_3,346366126579713,召唤
ABC_Name_4,346366126579714,投射物
ABC_Name_5,346366126579715,增益
ABC_Name_6,346366126579716,移动
ABL_Desc_2,346366126579718,部署一座炮塔，自动射击附近敌人。
ABL_Name_2,346366126579717,弹道炮塔
ABL_Desc_3,346366126579720,长按蓄力，随后向前猛冲并引发爆炸。
ABL_Name_3,346366126579719,涡轮冲锋
ABL_Desc_7,346366126579722,"投掷一枚造成 <#FFEB04><link=""Keyword:12"">[电击]</link></color> 伤害的炸弹。"
ABL_Name_7,346366126579721,能量炸弹
ABL_Desc_8,346366126579724,向你面朝的方向快速移动。
ABL_Name_8,346366126579723,冲刺
ABL_Desc_9,346366126579726,"呼叫你的好朋友瑞赛特帮忙！<br>牵引附近敌人，并造成多次 <#FFEB04><link=""Keyword:5"">[动能]</link></color> 伤害。"
ABL_Name_9,346366126579725,免费抱抱
ABL_Desc_27,346366126579728,猛射一枚大型火箭，命中后爆炸。
ABL_Name_27,346366126579727,肉弹
ABL_Desc_52,346366130774017,部署一排地雷。
ABL_Name_52,346366130774016,地雷
ABL_Desc_53,346366130774019,"向前瞬移并获得空中行走<br>近战攻击额外造成 50% <#FFEB04><link=""Keyword:5"">[动能]</link></color> 伤害，持续 10 秒。"
ABL_Name_53,346366130774018,风行
ABL_Desc_56,346366130774021,"释放一道冲击波，造成 <#FFEB04><link=""Keyword:5"">[动能]</link></color> 伤害并击退敌人。"
ABL_Name_56,346366130774020,爆炸波
ABL_Desc_63,346366130774023,向前冲刺，并在身后引爆炸点。
ABL_Name_63,346366130774022,爆炸冲刺
ABL_Desc_64,346366130774025,轻按跳跃，长按跳跃幅度更大。<br>在空中使用可猛砸地面，引发强力爆炸。
ABL_Name_64,346366130774024,万岁下砸
ABL_Desc_66,346366130774027,沿你的移动方向快速滑行。
ABL_Name_66,346366130774026,肉团滑步
ABL_Desc_68,346366130774029,投放一道诱敌美食，任何攻击它的敌人都会受到伤害并进入眩晕状态。
ABL_Name_68,346366130774028,超级肉泥
ABL_Desc_69,346366130774031,"投掷一枚造成 <#FFEB04><link=""Keyword:5"">[动能]</link></color> 伤害的炸弹。"
ABL_Desc_71,28309369228615680,"释放一道冲击波，造成 <#FFEB04><link=""Keyword:13"">[火焰]</link></color> 伤害并击退敌人。"
ABL_Desc_73,346366130774035,涡轮时刻到！攻速 +150%，伤害翻倍，弹药无限，还能提升速度！
ABL_Name_73,346366130774034,给力滋特饮
ABL_Desc_78,346366130774041,"投掷一枚造成 <#FFEB04><link=""Keyword:14"">[黏液]</link></color> 伤害的炸弹。"
ABL_Desc_79,28309369232809984,"释放一道冲击波，造成 <#FFEB04><link=""Keyword:14"">[黏液]</link></color> 伤害并击退敌人。"
ABL_Desc_80,28309369232809985,"释放一道冲击波，造成 <#FFEB04><link=""Keyword:12"">[电击]</link></color> 伤害并击退敌人。"
ABL_Desc_81,346366130774047,向前移动时跑得更快，长按可延长疾跑。
ABL_Name_81,346366130774046,疾跑
ABL_Desc_82,346366130774049,"投掷一枚造成 <#FFEB04><link=""Keyword:15"">[冰霜]</link></color> 伤害的炸弹。"
ABL_Desc_86,346366130774057,放置一个弹药箱，使附近玩家无需装填即可射击，并且攻速 +50%。
ABL_Name_86,346366130774056,物资箱
ABL_Desc_87,346366130774059,发射一道巨型激光，下一秒你的头就飞没了！
ABL_Name_87,346366130774058,弗兰肯光束
ABL_Desc_88,346366130774061,把你的头猛掷出去，用来猛砸坏蛋或把什么东西堵死。
ABL_Name_88,346366130774060,巨型堵塞
ABL_Desc_89,346366130774063,立即冻结 25 米内的所有敌人。
ABL_Name_89,346366130774062,急速冰封
ABL_Desc_90,28309369232809986,迅速朝你的移动方向冲刺。
ABL_Name_90,346366130774064,蜘蛛冲刺
