Key,Id,Portuguese (Brazil)(pt-BR)
ABL_Desc_221,346366134968335,"Teleporte para frente e ganhe Passos Aéreos<br>Ataques Corpo a Corpo causam 50% de dano adicional de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color> por 10s."
ABL_Desc_222,346366134968337,"Lança 5 shurikens. Cada acerto concede<br>+3% de Velocidade de Ataque<br>+10 de Dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color><br>+3% de Dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color><br>(Acumula até 5 vezes)."
ABL_Desc_223,346366134968339,"Lança 5 shurikens. Cada acerto concede<br>+3% de Velocidade de Ataque<br>+10 de Dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color><br>+3% de Dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color><br>(Acumula até 5 vezes)."
ABL_Desc_224,346366134968341,"Lança 5 shurikens. Cada acerto concede<br>+3% de Velocidade de Ataque<br>+10 de Dano de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color><br>+3% de Dano de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color><br>(Acumula até 5 vezes)."
ABL_Desc_225,346366134968343,"Lança 5 shurikens. Cada acerto concede<br>+3% de Velocidade de Ataque<br>+10 de Dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color><br>+3% de Dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color><br>(Acumula até 5 vezes)."
ABL_Name_226,346366134968344,Cadeira Dobrável
ABL_Desc_226,346366134968345,Considere jogar isso em alguém que merece.
ABL_Name_227,346366134968346,Beatriz Rainha
ABL_Desc_227,346366134968347,Invoca a Abelha Rainha para voar ao redor de seus inimigos e ferroá-los.
ABL_Name_228,346366134968348,Drenagem Cerebral
CND_Name_1,346366134968365,Geladura
CND_Desc_1,346366134968366,O alvo se move e ataca lentamente.
CND_Name_2,346366134968367,Eletrocussão
CND_Desc_2,346366134968368,Causa dano periódico aos inimigos próximos.
CND_Name_3,346366134968369,Gosma
CND_Desc_3,346366134968370,O alvo sofre mais dano de todas as fontes.
CND_Name_4,346366134968371,Sangramento
CND_Desc_4,346366134968372,O alvo sofre dano ao longo do tempo.
CND_Name_5,346366134968373,Queimadura
CND_Desc_5,346366134968374,"O alvo sofre dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color> ao longo do tempo."
CND_Name_6,346366134968375,Fogo Fátuo
CND_Desc_6,346366134968376,"O alvo sofre Dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color> contínuo e -20% de Velocidade de Movimento."
CND_Name_8,346366134968377,Cambaleamento
CND_Desc_8,346366134968378,O alvo não pode realizar ações.
CRT_Name_6,346366134968379,Ciclóptico
CRT_Name_8,346366134968380,Zum-zum
CRT_Name_11,346366134968381,Maromba
CRT_Name_12,346366134968382,Robô Foguete
CRT_Name_13,346366134968383,Teioso
CRT_Name_22,346366134968384,Catarrento
CRT_Name_26,346366134968385,Moedor
CRT_Name_28,346366134968386,Sapo
CRT_Name_31,346366134968387,Nhac-nhac
CRT_Name_34,346366134968388,Nhom-nhom
CRT_Name_37,346366134968389,Peperolho
CRT_Name_38,346366134968390,Calota
CRT_Name_39,346366134968391,Alma Grelhada
CRT_Name_40,346366134968392,Grease Monkey
CRT_Name_41,346366134968393,Tutulargão
CRT_Name_42,346366134968394,Glu Glu Glúteos
CRT_Name_43,346366134968395,Falcão Apresuntado
CRT_Name_44,346366134968396,Franken Grandalhão
CRT_Name_45,346366134968397,Zipinseto
CRT_Name_46,346366134968398,Torre
CRT_Name_47,346366134968399,Vazio
CRT_Name_48,346366134968400,Grão Boladão
CRT_Name_50,346366134968401,Cabeção
CRT_Name_51,346366134968402,Nulo
CRT_Name_52,346366134968403,Boboneco
CRT_Name_53,346366134968404,Artilheroide
CRT_Name_54,346366134968405,Zorpjato
CRT_Name_55,346366134968406,Domador
CRT_Name_56,346366134968407,Pestinha
CRT_Name_57,346366134968408,Patapedra
CRT_Name_59,346366134968409,Toupodre
CRT_Name_60,346366134968410,Balão Bozo
CRT_Name_61,346366134968411,Balde Espacial
CRT_Name_62,346366134968412,Corredor de Tangus
CRT_Name_63,346366134968413,Reset
CRT_Name_65,346366134968415,Micro Jackson
CRT_Name_66,346366134968416,Peperolho de Luxo
CRT_Name_67,346366134968417,Beatrizinha
CRT_Name_68,346366134968418,Farol Alto
CRT_Name_69,346366134968419,Árbitro
CRT_Name_70,346366134968420,Pete do Partido Porcalhão
CRT_Name_71,346366134968421,Senador Júnior
CRT_Name_72,346366134968422,Juiz Lagostim
CRT_Name_73,346366134968423,Aeroperuca
CRT_Name_75,346366134968425,Destruidor
CRN_Name_4,346366134968426,Moeda Carl
CRN_Desc_4,346366134968427,"Concedida pelo próprio Carl para comemorar cada promoção, não importa o tamanho!"
CRN_Name_7,346366139162624,Podrito
CRN_Desc_7,346366139162625,"Nem todo mundo sabe que ""Podrito"" é um nome alternativo para cachorro-quente, mas as decisões tomadas na cunhagem desta moeda fazem muito mais sentido depois que você descobre isso."
CRN_Name_26,346366139162626,Ponto de Incentivo da Tarefa
CRN_Desc_26,346366139162627,"Um sistema arcaico que é alvo de intensos debates até hoje. No entanto, a cultura PIT continua existindo."
CRN_Name_28,346366139162628,Amostra de Franken
CRN_Desc_28,346366139162629,"Ótimo para ter à mão diante de visitas inesperadas! Valeu, Frank."
CRN_Name_29,346366139162630,Bugiganga de Franken
CRN_Desc_29,346366139162631,Uma bugiganga que contém algo perturbadoramente parecido com uma linguiça curada suspensa em uma substância viscosa. Seria essa a forma primordial das Carnes Franken?
CRN_Name_30,346366139162632,Amostra Mutante
CRN_Desc_30,346366139162633,Retirado com alegria das garras inconscientes dos Soco-fundadores!
CRN_Name_31,346366139162634,Bugiganga Mutante
CRN_Desc_31,346366139162635,"Uma pequena massa de matéria mutante que revela ocasionalmente um olho extra, olha ao redor e então o retrai grotescamente. Eca!"
CRN_Name_32,346366139162636,Peixincha
CRN_Desc_32,346366139162637,"Os Peixinchas podem ser pequenos, mas mordem como um pinscher raivoso!"
CRN_Name_33,346366139162638,Boiocu
CRN_Desc_33,346366139162639,"Flagrar uma cena dessas é o que dá sentido ao nome ""Boiocu""!"
CRN_Name_34,346366139162640,Krillabresa
CRN_Desc_34,346366139162641,Uma iguaria intergaláctica.
CRN_Name_35,346366139162642,Oitolvo
CRN_Desc_35,346366139162643,"Superior em todos os aspectos ao seu primo, o polvo comum. Além de ter oito tentáculos, também é bilíngue."
CRN_Name_36,346366139162644,Peixe-dourado
CRN_Desc_36,346366139162645,Tem ouro nessas guelras!
CRN_Name_37,346366139162646,Peixe-bolha
CRN_Name_38,346366139162648,Devora-dogão
CRN_Name_39,346366139162650,Mergulhinho
CRN_Name_40,346366139162652,Elulas por Elas
CRN_Name_41,346366139162654,Nuncredito
CRN_Name_42,346366139162656,Memeralda
CRN_Desc_42,346366139162657,"Mineral de Classe 2. Uma pedra preciosa verde brilhante que, segundo dizem, guarda fragmentos de lembranças ancestrais. Ao segurá-la, você vislumbra ecos do passado."
CRN_Name_43,346366139162658,Obtânio
CRN_Desc_43,346366139162659,Mineral de Classe 1. Muito mais fácil de se obter do que outros minérios e ainda funciona superbem. Por que todo mundo está tão obcecado com o inalcançável quando temos isso aqui na nossa frente?
CRN_Name_44,346366139162660,Gastrotreco
CRN_Desc_44,346366139162661,"Tecnologia Antiga de Classe 1. Há muito tempo, exploradores do espaço sideral a usavam para submergir as cabeças em líquido respirável. Parece estar bastante deteriorada agora, mas ainda é ótima para peças."
CRN_Name_45,346366139162662,Inversor de Íons
CRN_Desc_45,346366139162663,"Tecnologia Antiga de Classe 2. Os antigos Gastronautas estavam tão preocupados em saber se conseguiam ou não inverter íons, que não pararam para pensar se deveriam fazê-lo."
CRN_Name_46,346366139162664,Ponto de Esforço Rangus
CRN_Desc_46,346366139162665,Colete PERs para subir seu Ranque de Funcionário Rangus.
CTC_Name_1,346366139162668,Moedas
CTC_Name_2,346366139162669,Peixe
FAC_Name_1,346366139162670,Máquina
FAC_Name_2,346366139162671,Aquática
FAC_Name_3,346366139162672,Mutante
FAC_Name_4,346366139162673,Franken
FAC_Name_5,346366139162674,Omni
FAC_Name_6,346366139162675,Insetoide
FAC_Name_7,346366139162676,Alienígena
FAC_Name_8,346366139162677,Rangus
FAC_Name_9,346366139162678,Caçadores
FAC_Name_10,346366139162679,Inimigo Genérico
GN_Name_1,346366139162680,Fenda de Água
GN_Name_3,346366139162681,Gastronauta Antigo
GN_Name_4,346366139162682,Nódulo de Obtânio
HE_Desc_1,346366139162687,"Causa 20 de dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color> (+10 por acúmulo) a 3 inimigos em cadeia."
HE_Desc_3,346366139162689,"Causa dano e a condição <#FFEB04><link=""Keyword:7"">[Cambaleamento]</link></color> em cadeia a 3 inimigos."
HE_Desc_11,346366139162691,"Propaga <#FFEB04><link=""Keyword:1"">[Queimadura]</link></color> em cadeia a 2 alvos ao atingir um inimigo com <#FFEB04><link=""Keyword:1"">[Queimadura]</link></color>."
HE_Desc_17,346366139162693,"Receba 20 de <#FFEB04><link=""Keyword:11"">[Barreira]</link></color> (+10 por acúmulo) por 30s."
HE_Desc_24,346366139162695,"Aplica <#FFEB04><link=""Keyword:1"">[Queimadura]</link></color> por 12s."
HE_Desc_33,346366139162697,Invoca um Lacaio Vespa Médio.
HE_Desc_37,346366139162699,Faz surgir um Orbe Cinético que causa dano a inimigos próximos.
HE_Desc_38,346366139162701,Causa 25 de Dano em Área no alvo.
HE_Desc_51,346366139162703,Faz surgir um Orbe Elétrico que causa 25 de dano por segundo em um raio de 5 m.
HE_Desc_53,346366139162705,"Aplica <#FFEB04><link=""Keyword:2"">[Gosma]</link></color> por 4s."
HE_Desc_55,346366139162707,"Aplica <#FFEB04><link=""Keyword:2"">[Gosma]</link></color> por 12s."
HE_Desc_58,346366139162709,"Aplica <#FFEB04><link=""Keyword:8"">[Eletrocussão]</link></color> por 12s."
HE_Desc_59,346366139162711,"Aplica <#FFEB04><link=""Keyword:3"">[Geladura]</link></color> por 12s."
HE_Desc_60,346366139162713,Carregar completamente a Carne Misteriosa.
HE_Desc_61,346366139162715,+25% de ganho de carga da Carne Misteriosa.
HE_Desc_64,346366139162719,"+5% de Acumulação de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color>."
HE_Desc_65,346366139162721,"Em um alvo com <#FFEB04><link=""Keyword:1"">[Queimadura]</link></color>: +10% de Chance de Crítico por 30s."
HE_Desc_66,346366139162723,"Em um alvo com <#FFEB04><link=""Keyword:1"">[Queimadura]</link></color>: causa <#FFEB04><link=""Keyword:19"">[Combustão]</link></color>."
HE_Desc_68,346366139162725,O Alvo derruba Carne.
HE_Desc_69,346366139162727,Derruba uma Caixa de Munição no alvo.
HE_Desc_70,346366139162729,Causa 50% do dano em cadeia a 2 inimigos próximos.
HE_Desc_71,346366139162731,"Aplica <#FFEB04><link=""Keyword:17"">[Condições]</link></color> em cadeia a 3 inimigos próximos."
HE_Desc_72,346366139162733,"+5% de Acumulação de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color>."
HE_Desc_73,346366139162735,"Aplica <#FFEB04><link=""Keyword:2"">[Gosma]</link></color> em cadeia a 3 inimigos."
HE_Desc_75,346366139162737,"+20 de <#FFEB04><link=""Keyword:11"">[Barreira]</link></color>."
HE_Desc_76,346366139162739,"+5% de Acumulação <#FFEB04><link=""Keyword:12"">[Elétrica]</link></color>."
HE_Desc_77,346366139162741,"Em um alvo com <#FFEB04><link=""Keyword:8"">[Eletrocussão]</link></color>: causa dano em cadeia a 2 inimigos."
HE_Desc_78,346366139162743,"Causa dano em um alvo com <#FFEB04><link=""Keyword:8"">[Eletrocussão]</link></color> e aplica <#FFEB04><link=""Keyword:7"">[Cambaleamento]</link></color>."
HE_Desc_79,346366139162745,"+5% de Acumulação de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color>."
HE_Desc_80,346366139162747,"Se o alvo de uma habilidade da carne estiver com <#FFEB04><link=""Keyword:3"">[Geladura]</link></color> ou <#FFEB04><link=""Keyword:4"">[Congelamento]</link></color>, aumente a recarga da habilidade em 20% por 30s."
HE_Desc_81,346366139162749,"+5% de Dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color><br>+5% de Acumulação de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color><br>+15% de Dano de <#FFEB04><link=""Keyword:18"">[Estilhaço]</link></color> por 45s."
HE_Desc_82,346366139162751,"Em um alvo com <#FFEB04><link=""Keyword:4"">[Congelamento]</link></color>: receba +25% de Acumulação de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color> e +110% de Dano de <#FFEB04><link=""Keyword:18"">[Estilhaço]</link></color> por 25s. Acumula até 3 vezes."
HE_Desc_93,346366143356932,"Reflete o dano como <#FFEB04><link=""Keyword:5"">[Cinético]</link></color>."
HE_Desc_94,346366143356934,"Reflete o dano como <#FFEB04><link=""Keyword:14"">[Gosma]</link></color>."
HE_Desc_95,346366143356936,"Reflete o dano como <#FFEB04><link=""Keyword:13"">[Fogo]</link></color>."
HE_Desc_96,346366143356938,"Reflete o dano como <#FFEB04><link=""Keyword:15"">[Gelo]</link></color>."
HE_Desc_97,346366143356940,"Reflete o dano como <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color>."
HE_Desc_98,346366143356942,"Aplica <#FFEB04><link=""Keyword:7"">[Cambaleamento]</link></color> por 5s."
HE_Desc_99,346366143356944,"Propaga +15% de Vulnerabilidade Elemental ao atingir um alvo com <#FFEB04><link=""Keyword:2"">[Gosma]</link></color>."
HE_Desc_103,346366143356948,+50% de dano por 5s.
HE_Desc_105,346366143356950,+5% em Todo o Dano por 10s (máx. de 25%)
HE_Desc_107,346366143356952,"Causa 60 de dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color> em cadeia a 2 alvos."
HE_Desc_109,346366143356956,"+5% de Acumulação <#FFEB04><link=""Keyword:5"">[Cinética]</link></color>."
HE_Desc_110,346366143356958,+10% de Dano de Ataque por 60s.
HE_Desc_112,346366143356962,"+150 de <#FFEB04><link=""Keyword:11"">[Barreira]</link></color>."
HE_Desc_113,346366143356964,"Causa 150 de dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color> em cadeia a 4 inimigos."
HE_Desc_114,346366143356966,+15% de Dano Corpo a Corpo.
HE_Desc_115,346366143356968,"+10% de Dano Corpo a Corpo, máximo 10 acúmulos."
HE_Desc_116,346366143356970,"Receba +5% de Acumulação <#FFEB04><link=""Keyword:5"">[Cinética]</link></color>, +5% de Dano <#FFEB04><link=""Keyword:5"">[Cinético]</link></color> por 60s (Máx. 5)."
HE_Desc_118,346366143356974,Lacaios ganham +15% de Dano e +15% de Vida por 60s.
HE_Desc_119,346366143356976,"Propaga <#FFEB04><link=""Keyword:17"">[Condições]</link></color> presentes em um alvo para inimigos em um raio de 5 m."
HE_Desc_120,346366143356978,Faz surgir um Orbe de Gelo que causa dano a inimigos próximos.
ITM_Name_6,346366143356985,Super-herói
ITM_Name_11,346366143356989,Cabo Frontal
ITM_Name_14,346366143356991,Nadadeiras
ITM_Name_30,346366143356993,Pele de Jacaré
ITM_Name_37,346366143356999,Mordida de Peixe Infectado
ITM_Name_65,346366143357003,Teia de Aranha
ITM_Name_152,346366143357009,Podrão com Carne Moída
ITM_Name_153,346366143357011,Taco
ITM_Name_154,346366143357013,Passo Massacrante (Cinético)
ITM_Name_156,346366143357015,Maestria em Fogo I
ITM_Name_158,346366143357017,Café com Leite
ITM_Name_163,346366143357019,Molho Picante
ITM_Name_167,346366143357021,Aumento da Resistência a Dano
ITM_Name_169,346366143357023,Aumento de Velocidade de Movimento
ITM_Name_175,346366143357027,Riboflavina
ITM_Name_181,346366143357029,Piporco
ITM_Name_190,346366143357037,Recarregar Canhão Magnético
ITM_Name_191,346366143357039,Recarregar Foguete
ITM_Name_192,346366143357041,Recarregar Fuzil
ITM_Name_196,346366143357043,Pilha de Panquecas
ITM_Name_198,346366143357045,Enguia Elétrica
ITM_Name_200,346366143357047,Coquetel Quente
ITM_Name_206,346366143357051,Invulnerabilidade
ITM_Name_209,346366143357053,Recarregar Espingarda
ITM_Name_210,346366143357055,Recarregar Plasma
ITM_Name_211,346366143357057,Recarregar Granada
ITM_Name_212,346366143357059,Recarregar Magnum
ITM_Name_214,346366143357061,Recarregar Pistola
ITM_Name_228,346366143357069,Água de Salsicha
ITM_Name_229,346366143357071,Serrilhos
ITM_Name_233,346366143357073,Tempo no Ar
ITM_Name_237,346366143357081,Nanorrobôs Estruturais
ITM_Name_242,346366143357091,Nanorrobôs Funcionais
ITM_Name_250,346366143357099,Raspadinha
ITM_Name_254,346366143357101,Petisco Delicioso de Lacaio
ITM_Name_255,346366143357103,Pernas de Homem-toupeira
ITM_Name_257,346366143357105,Pernas de Aranha
ITM_Name_258,346366143357107,Passiva: Pernas de Musculoso
ITM_Name_259,346366143357109,Pernas de Ninja
ITM_Name_260,346366143357111,Torso de Vespa
ITM_Name_261,346366143357113,Torso de Robô Foguete
ITM_Name_262,346366143357115,Localizado
ITM_Name_274,346366143357125,Cospe-estilhaços
ITM_Name_275,346366143357127,Caixa de Munição
ITM_Name_288,346366143357129,Salada de Gelatina
ITM_Name_302,346366143357155,Bônus de A Carne Não É Fraca
ITM_Name_309,346366143357161,Pernas de Carnezord
ITM_Name_326,346366143357167,Toque Paralisante
ITM_Name_327,346366143357169,Reforço Turbo
ITM_Name_333,346366143357179,Joelho Ferrado
ITM_Name_343,346366147551236,Visão Piroclástica
ITM_Name_346,346366147551240,Desejo Carnal
ITM_Name_350,346366147551244,Migalhas de Pão
ITM_Name_351,346366147551246,Baita Pente
ITM_Name_352,346366147551248,Especiarias Sintéticas
ITM_Name_353,346366147551250,Camarão Apimentado
ITM_Name_354,346366147551252,Faca de Sushi
ITM_Name_356,346366147551256,Frenesi Alimentar
ITM_Name_357,346366147551258,DESACELEROL
ITM_Name_360,346366147551262,Coxas de Frango
ITM_Name_361,346366147551264,Peito de Frango Picante
ITM_Name_362,346366147551266,Clareza
ITM_Name_366,346366147551274,Vitaminas Frutadas
ITM_Name_367,346366147551276,Trem Baleado
ITM_Name_369,346366147551280,Choque Estático
ITM_Name_372,346366147551284,Recarga de Geleira
ITM_Name_373,346366147551286,Maestria Glacial
ITM_Name_392,346366147551296,Pernas de Açougueiro
ITM_Name_400,346366147551306,Veios Glaciais
ITM_Name_430,346366147551350,Pernas de Picadinho
ITM_Name_431,346366147551352,Armadura de Ossos Refletora (Fogo)
ITM_Name_432,346366147551354,Armadura de Ossos Refletora (Gosma)
ITM_Name_433,346366147551356,Armadura de Ossos Refletora (Gelo)
ITM_Name_434,346366147551358,Armadura de Ossos Refletora (Elétrica)
ITM_Name_435,346366147551360,Armadura de Ossos Refletora (Cinética)
ITM_Name_445,346366147551378,Passo Massacrante (Fogo)
ITM_Name_446,346366147551380,Passo Massacrante (Gelo)
ITM_Name_447,346366147551382,Passo Massacrante (Elétrico)
ITM_Name_448,346366147551384,Passo Massacrante (Gosma)
ITM_Name_449,346366147551386,Sanguessuga de Poder (Cinética)
ITM_Name_450,346366147551388,Sanguessuga de Poder (Gelo)
ITM_Name_451,346366147551390,Sanguessuga de Poder (Fogo)
ITM_Name_452,346366147551392,Sanguessuga de Poder (Gosma)
ITM_Name_453,346366147551394,Sanguessuga de Poder (Elétrica)
ITM_Name_454,346366147551396,Pernas de Fórmula Dingus
